name,LCD,PLD,density g/cm3,VSA_m2/cm3,GSA_m^2/g,Vp_cm3/g,void_fraction,u(mol/s),time(s),K,P_ads,P_desor,CH4,CO2,H_m,D_m,CH4_MTC,CO2_MTC,Purity,Recovery
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.85,0.15,0.2,0.01,0.01,0.01,0.245305987,0.90683
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.5,0.5,0.05,0.01,0.01,0.001,0.269504818,0.0428355
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.5,0.5,0.05,0.01,0.01,0.005,0.657384544,0.200735
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.5,0.5,0.05,0.01,0.01,0.01,0.777190613,0.3122305
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.5,0.5,0.1,0.01,0.01,0.001,0.289674803,0.088845
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.5,0.5,0.1,0.01,0.01,0.005,0.658947497,0.37646
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.5,0.5,0.1,0.01,0.01,0.01,0.765142812,0.56043
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.5,0.5,0.2,0.01,0.01,0.001,0.326237377,0.18718
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.5,0.5,0.2,0.01,0.01,0.005,0.629717927,0.674875
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.5,0.5,0.2,0.01,0.01,0.01,0.671815275,0.85946
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.7,0.3,0.05,0.01,0.01,0.001,0.141909073,0.043995833
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.7,0.3,0.05,0.01,0.01,0.005,0.44712806,0.200260833
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.7,0.3,0.05,0.01,0.01,0.01,0.57788046,0.316099167
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.7,0.3,0.1,0.01,0.01,0.001,0.15134356,0.089425
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.7,0.3,0.1,0.01,0.01,0.005,0.44353646,0.36962
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.7,0.3,0.1,0.01,0.01,0.01,0.557756451,0.554338333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.7,0.3,0.2,0.01,0.01,0.001,0.172103521,0.190633333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.7,0.3,0.2,0.01,0.01,0.005,0.413893825,0.648275
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.7,0.3,0.2,0.01,0.01,0.01,0.470058863,0.831239167
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.85,0.15,0.05,0.01,0.01,0.001,0.0664008,0.044816667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.85,0.15,0.05,0.01,0.01,0.005,0.248622338,0.199716667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.85,0.15,0.05,0.01,0.01,0.01,0.351303601,0.317478333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.85,0.15,0.1,0.01,0.01,0.001,0.070291659,0.08959
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.85,0.15,0.1,0.01,0.01,0.005,0.244008283,0.365483333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.85,0.15,0.1,0.01,0.01,0.01,0.330754523,0.548091667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.85,0.15,0.2,0.01,0.01,0.001,0.082586383,0.199016667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.85,0.15,0.2,0.01,0.01,0.005,0.223288502,0.631716667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,298,1,0.2,0.85,0.15,0.2,0.01,0.01,0.01,0.268458109,0.812735
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.005,0.619840954,0.990156667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.01,0.60474555,0.991353333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.02,0.60159419,0.991216667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.005,0.285839281,0.9953
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.01,0.285121714,0.990273333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.02,0.28646007,0.988066667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.005,0.153657998,0.996733333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.01,0.152996526,0.98838
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.02,0.15304058,0.984373333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.005,0.464759903,0.985172222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.01,0.456705408,0.991322222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.02,0.453170254,0.99182
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.005,0.192436681,0.994272222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.01,0.191827735,0.990822222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.02,0.192345495,0.989361111
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.005,0.098547034,0.99465
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.01,0.098274404,0.988922222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.02,0.098324829,0.98605
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.005,0.284213639,0.98049
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.01,0.282126816,0.990705556
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.02,0.28126259,0.992092222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.005,0.105782763,0.993866667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.01,0.105317777,0.991166667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.02,0.105314776,0.99006
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.005,0.051990007,0.994033333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.01,0.051810016,0.989311111
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,300,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.02,0.051762918,0.987022222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.00E-05,200,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.005,0.64198112,0.982
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.01,0.614360922,0.988664
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.02,0.605074547,0.989096
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.005,0.296610028,0.993468
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.01,0.291902534,0.987992
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.02,0.291279122,0.9856
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.005,0.157315098,0.99476
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.01,0.158692041,0.98596
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.02,0.1574441,0.981504
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.005,0.478595862,0.971913333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.01,0.465292297,0.988113333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.02,0.459599695,0.989698
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.005,0.197971211,0.992333333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.01,0.195697727,0.988706667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.02,0.195025273,0.98698
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.005,0.103209319,0.992713333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.01,0.101659914,0.98652
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.02,0.101373478,0.983366667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.005,0.290383811,0.962773333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.01,0.28964284,0.987177333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.02,0.287198798,0.98998
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.005,0.108460347,0.993213333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.01,0.107319438,0.98892
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.02,0.107083746,0.987741333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.005,0.053943437,0.992013333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.01,0.053598544,0.98692
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,2.50E-05,200,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.02,0.053465817,0.984413333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.005,0.702766356,0.966793333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.01,0.67021849,0.988143333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.02,0.65658893,0.98981
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.005,0.339205875,0.992853333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.01,0.330725984,0.988676667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.02,0.328972582,0.98658
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.005,0.185815108,0.993466667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.01,0.182118835,0.986813333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.02,0.182366063,0.98324
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.005,0.533205074,0.946927778
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.01,0.521316936,0.986033333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.02,0.513294965,0.99088
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.005,0.229756526,0.991944444
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.01,0.226228871,0.98905
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.02,0.225017021,0.987822222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.005,0.119404871,0.992394444
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.01,0.118231887,0.987372222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.02,0.117852769,0.9848
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.005,0.328826424,0.930922222
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.01,0.333206787,0.983017778
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.02,0.330390167,0.990021111
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.005,0.127768877,0.991533333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.01,0.126544197,0.989411111
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.02,0.12605269,0.988515556
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.005,0.063208071,0.991866667
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.01,0.062773189,0.987733333
Cu-BTC,6.24099,1.09012,0.879,0,0,0.23991,0.39891,3.00E-05,200,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.02,0.062618229,0.985711111
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.005,0.149908546,0.9917
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.01,0.149456265,0.986003333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.02,0.149875976,0.982866667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.5,0.5,0.25,0.01,0.01,0.005,0.120469921,0.991266667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.5,0.5,0.25,0.01,0.01,0.01,0.119733241,0.984466667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.5,0.5,0.25,0.01,0.01,0.02,0.119739101,0.980803333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.005,0.099097897,0.9905
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.01,0.098491607,0.982896667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.02,0.098586613,0.97883
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.005,0.095571028,0.991261111
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.01,0.095395293,0.987172222
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.02,0.095517884,0.985072222
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.7,0.3,0.25,0.01,0.01,0.005,0.076043474,0.990577778
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.7,0.3,0.25,0.01,0.01,0.01,0.075714593,0.985733333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.7,0.3,0.25,0.01,0.01,0.02,0.075730793,0.983216667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.005,0.062738542,0.989933333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.01,0.062587862,0.984422222
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.02,0.062106259,0.981455556
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.005,0.050014102,0.991077778
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.01,0.04990074,0.987855556
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.02,0.049888044,0.986266667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.85,0.15,0.25,0.01,0.01,0.005,0.039583198,0.990377778
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.85,0.15,0.25,0.01,0.01,0.01,0.039360375,0.9865
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.85,0.15,0.25,0.01,0.01,0.02,0.039369701,0.984566667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.005,0.032519634,0.9897
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.01,0.032389563,0.985244444
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,300,278,1,0.2,0.85,0.15,0.3,0.01,0.01,0.02,0.032351726,0.983
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.005,0.152609401,0.98944
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.01,0.15366247,0.98328
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.02,0.150593704,0.9796
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.5,0.5,0.25,0.01,0.01,0.005,0.125741376,0.9888
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.5,0.5,0.25,0.01,0.01,0.01,0.120927436,0.98136
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.5,0.5,0.25,0.01,0.01,0.02,0.118929304,0.977048
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.005,0.075581977,0.912448
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.01,0.07001421,0.8745568
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.5,0.5,0.3,0.01,0.01,0.02,0.06853119,0.8701232
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.005,0.096868785,0.5933
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.02,0.095881512,0.982013333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.7,0.3,0.25,0.01,0.01,0.005,0.078369468,0.988293333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.7,0.3,0.25,0.01,0.01,0.01,0.077707591,0.9829
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.7,0.3,0.25,0.01,0.01,0.02,0.076355998,0.97996
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.005,0.063762352,0.98738
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.01,0.04507013,0.908386667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.7,0.3,0.3,0.01,0.01,0.02,0.042104774,0.8703994
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.005,0.051396331,0.988666667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.50E-05,200,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.01,0.051101251,0.985226667
